"","status","geometry","type","source","sYear","Órgãos Beneficiados","Fase","Quantidade de UH","Tipo de UH"," Programa"," Valor Estadual"," Valor Total"," Bairro"," CEP"," Município"," Código do Município"," UF"," Região"," Longitude","Latitude","id"
"1","Funciona","POINT (-45.478523 -22.934749)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 30564,52"," 190000"," GALEGA"," 12425300"," PINDAMONHANGABA"," 3538006"," SP"," RMVPLN"," -45.478523"," -22.934749",1
"2","Funciona","POINT (-48.206322 -23.370188)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 80000"," RES FLORESTA"," 18250000"," GUAREÍ"," 3518503"," SP"," RMS"," -48.206322"," -23.370188",2
"3","Funciona","POINT (-45.401653 -23.806346)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 3100"," 180000"," ENSEADA"," 11600000"," SÃO SEBASTIÃO"," 3550704"," SP"," RMVPLN"," -45.401653"," -23.806346",3
"4","Funciona","POINT (-47.057656 -22.954229)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 25120,18"," 188340,58"," SAO MARTINHO"," 13040565"," CAMPINAS"," 3509502"," SP"," RMC"," -47.057656"," -22.954229",4
"5","Funciona","POINT (-47.320052 -22.713538)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 11729,76"," 130000"," RES MONIQUE"," 13473710"," AMERICANA"," 3501608"," SP"," RMC"," -47.320052"," -22.713538",5
"6","Funciona","POINT (-47.381038 -20.545946)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 140000"," JARDIM ELISA"," 14403661"," FRANCA"," 3516200"," SP"," ESP"," -47.381038"," -20.545946",6
"7","Funciona","POINT (-47.509632 -23.502594)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 33812,12"," 136000"," CERRADO"," 18055113"," SOROCABA"," 3552205"," SP"," RMS"," -47.509632"," -23.502594",7
"8","Funciona","POINT (-47.723914 -21.169894)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 17835,38"," 145000"," JD ANGEL JURCA"," 14093668"," RIBEIRÃO PRETO"," 3543402"," SP"," ESP"," -47.723914"," -21.169894",8
"9","Funciona","POINT (-46.528098 -23.428611)","SPE",NA,NA," SAUDE"," Entregue"," 1"," "," SPE"," 21555,24"," 144000"," DOS MORROS"," 7135313"," GUARULHOS"," 3518800"," SP"," RMSP"," -46.528098"," -23.428611",9
"10","Funciona","POINT (-47.681921 -22.681863)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 20778,40"," 149500"," STA TEREZINHA"," 13411030"," PIRACICABA"," 3538709"," SP"," AU PIRACICABA"," -47.681921"," -22.681863",10
"11","Funciona","POINT (-47.367748 -20.567979)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 20847,90"," 145000"," VILLA REAL"," 14403864"," FRANCA"," 3516200"," SP"," ESP"," -47.367748"," -20.567979",11
"12","Funciona","POINT (-46.672589 -24.116318)","SPE",NA,NA," CENTRO EDUC. TECNOL.PAULA SOUZA-CEETEPS"," Entregue"," 1"," "," SPE"," 34500"," 115000"," JD LEONOR"," 11730000"," MONGAGUÁ"," 3531100"," SP"," RMBS"," -46.672589"," -24.116318",12
"13","Funciona","POINT (-46.325945 -23.552564)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 136596,20"," GUAIO"," 08664005"," SUZANO"," 3552502"," SP"," RMSP"," -46.325945"," -23.552564",13
"14","Funciona","POINT (-51.410713 -22.107929)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 23275,96"," 115000"," D. BELO HORIZONTE                                P"," 19025000"," PRESIDENTE PRUDENTE"," 3541406"," SP"," ESP"," -51.410713"," -22.107929",14
"15","Funciona","POINT (-51.026309 -21.715732)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 3100"," 80000"," CHACARAS CAYRES "," 17780000"," LUCÉLIA"," 3527405"," SP"," ESP"," -51.026309"," -21.715732",15
"16","Funciona","POINT (-49.370184 -23.212187)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 17487,47"," 90000"," MARIA G. MOTTA"," 18800000"," PIRAJU"," 3538808"," SP"," ESP"," -49.370184"," -23.212187",16
"17","Funciona","POINT (-46.71201 -24.13769)","SPE",NA,NA," SEGURANCA PUBLICA"," Entregue"," 1"," "," SPE"," 32937,74"," 147900"," FLORIDA MIRIM - PQ VERDE MAR"," 11730000"," MONGAGUÁ"," 3531100"," SP"," RMBS"," -46.71201"," -24.13769",17
"18","Funciona","POINT (-47.306694 -23.283292)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 23468,96"," 129895,15"," CRUZ DAS ALMAS"," 13312050"," ITU"," 3523909"," SP"," RMS"," -47.306694"," -23.283292",18
"19","Funciona","POINT (-51.427746 -21.509047)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 89500"," RESIDENCIAL CA"," 17890000"," JUNQUEIRÓPOLIS"," 3526001"," SP"," ESP"," -51.427746"," -21.509047",19
"20","Funciona","POINT (-46.934102 -23.439184)","SPE",NA,NA," DEFENSORIA PUBLICA DO ESTADO"," Entregue"," 1"," "," SPE"," 19846,66"," 169000"," CHACARA SAO LUIZ"," 06504068"," SANTANA DE PARNAÍBA"," 3547304"," SP"," RMSP"," -46.934102"," -23.439184",20
"21","Funciona","POINT (-45.982552 -23.311835)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 29702,49"," 130000"," SAO JOAO"," 12300000"," JACAREÍ"," 3524402"," SP"," RMVPLN"," -45.982552"," -23.311835",21
"22","Funciona","POINT (-50.354321 -21.305403)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 27109,88"," 105000"," RES MANUELA"," 16204139"," BIRIGUI"," 3506508"," SP"," ESP"," -50.354321"," -21.305403",22
"23","Funciona","POINT (-48.43023 -22.919006)","SPE",NA,NA," HOSPITAL CLINICAS FAC.MED.BOTUCATU-HCFMB"," Entregue"," 1"," "," SPE"," 34500"," 94900"," RES. CONVIVIO"," 18605258"," BOTUCATU"," 3507506"," SP"," ESP"," -48.43023"," -22.919006",23
"24","Funciona","POINT (-45.527236 -23.006116)","SPE",NA,NA," FAZENDA"," Entregue"," 1"," "," SPE"," 12374,30"," 135800"," CAVARUCANGUERA"," 12071500"," TAUBATÉ"," 3554102"," SP"," RMVPLN"," -45.527236"," -23.006116",24
"25","Funciona","POINT (-46.523759 -24.025854)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 17336,12"," 162000"," BALN ESMERALDA"," 11713280"," PRAIA GRANDE"," 3541000"," SP"," RMBS"," -46.523759"," -24.025854",25
"26","Funciona","POINT (-46.40459 -23.599193)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 6102,04"," 100000"," GUAIANAZES"," 08471700"," SÃO PAULO"," 3550308"," SP"," RMSP"," -46.40459"," -23.599193",26
"27","Funciona","POINT (-46.718769 -23.664522)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 9104,30"," 180000"," CHAC STA TEREZ"," 4762030"," SÃO PAULO"," 3550308"," SP"," RMSP"," -46.718769"," -23.664522",27
"28","Funciona","POINT (-47.83302 -21.205305)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 98000"," JD MARCHESI"," 14031050"," RIBEIRÃO PRETO"," 3543402"," SP"," ESP"," -47.83302"," -21.205305",28
"29","Funciona","POINT (-45.431656 -23.633807)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 3639,45"," 170000"," JD MARISTELA"," 11665575"," CARAGUATATUBA"," 3510500"," SP"," RMVPLN"," -45.431656"," -23.633807",29
"30","Funciona","POINT (-48.527702 -22.284647)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 22902,51"," 115000"," JD. JULIANA"," 17210381"," JAÚ"," 3525300"," SP"," ESP"," -48.527702"," -22.284647",30
"31","Funciona","POINT (-46.558185 -22.938201)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 32165,71"," 115000"," UBERABA"," 12908860"," BRAGANÇA PAULISTA"," 3507605"," SP"," ESP"," -46.558185"," -22.938201",31
"32","Funciona","POINT (-50.321989 -21.292974)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 30717,13"," 115000"," CIDADE JARDIM"," 16203150"," BIRIGUI"," 3506508"," SP"," ESP"," -50.321989"," -21.292974",32
"33","Funciona","POINT (-45.470014 -22.928815)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 19022,93"," 190000"," BAIRRO DA AGUA PRETA"," 12400470"," PINDAMONHANGABA"," 3538006"," SP"," RMVPLN"," -45.470014"," -22.928815",33
"34","Funciona","POINT (-45.910782 -23.237238)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 9311,33"," 166900"," JD VENEZA"," 12227828"," SÃO JOSÉ DOS CAMPOS"," 3549904"," SP"," RMVPLN"," -45.910782"," -23.237238",34
"35","Funciona","POINT (-49.974469 -22.219237)","SPE",NA,NA," CENTRO EDUC. TECNOL.PAULA SOUZA-CEETEPS"," Entregue"," 1"," "," SPE"," 28954,75"," 115000"," JARDIM CALIFORNIA"," 17527350"," MARÍLIA"," 3529005"," SP"," ESP"," -49.974469"," -22.219237",35
"36","Funciona","POINT (-49.74082 -21.68159)","SPE",NA,NA," CENTRO EDUC. TECNOL.PAULA SOUZA-CEETEPS"," Entregue"," 1"," "," SPE"," 28059,64"," 93600"," BARBOSA"," 16400000"," LINS"," 3527108"," SP"," ESP"," -49.74082"," -21.68159",36
"37","Funciona","POINT (-51.429315 -22.080911)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 34500"," 115000"," P IMPERIAL"," 19028230"," PRESIDENTE PRUDENTE"," 3541406"," SP"," ESP"," -51.429315"," -22.080911",37
"38","Funciona","POINT (-47.815543 -21.122686)","SPE",NA,NA," SAUDE"," Entregue"," 1"," "," SPE"," 3100"," 117090,35"," IPIRANGA"," 14061470"," RIBEIRÃO PRETO"," 3543402"," SP"," ESP"," -47.815543"," -21.122686",38
"39","Funciona","POINT (-47.888709 -22.020616)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 115000"," JD BRASIL"," 13569310"," SÃO CARLOS"," 3548906"," SP"," ESP"," -47.888709"," -22.020616",39
"40","Funciona","POINT (-49.090548 -22.287857)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 3811,73"," 125000"," VILA INDUSTRIAL"," 17051450"," BAURU"," 3506003"," SP "," ESP"," -49.090548"," -22.287857",40
"41","Funciona","POINT (-48.156394 -21.762225)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 114985"," JARDIM PRIMOR"," 14806090"," ARARAQUARA"," 3503208"," SP"," ESP"," -48.156394"," -21.762225",41
"42","Funciona","POINT (-47.499784 -23.535054)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 20729,42"," 145000"," JARDIM BERTANHA"," 18052200"," SOROCABA"," 3552205"," SP"," RMS"," -47.499784"," -23.535054",42
"43","Funciona","POINT (-46.553527 -22.913348)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 3100"," 115000"," CIDADE PLANEJADA II"," 12922000"," BRAGANÇA PAULISTA"," 3507605"," SP"," ESP"," -46.553527"," -22.913348",43
"44","Funciona","POINT (-50.428423 -22.664952)","SPE",NA,NA," PLANEJAMENTO E DESENVOLVIMENTO REGIONAL"," Entregue"," 1"," "," SPE"," 31895,47"," 115000"," VILA RIBEIRO"," 19812000"," ASSIS"," 3504008"," SP"," ESP"," -50.428423"," -22.664952",44
"45","Funciona","POINT (-46.249676 -23.554665)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 108200"," JUNDIAPEBA"," 8750770"," MOGI DAS CRUZES"," 3530607"," SP"," RMSP"," -46.249676"," -23.554665",45
"46","Funciona","POINT (-48.97465 -16.346799)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 11137,98"," 160000"," VL ESPERANCA"," 13203830"," JUNDIAÍ"," 3525904"," SP"," ESP"," -48.97465"," -16.346799",46
"47","Funciona","POINT (-50.464895 -21.210862)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 115000"," JARDIM AMERICA"," 16071000"," ARAÇATUBA"," 3502804"," SP"," ESP"," -50.464895"," -21.210862",47
"48","Funciona","POINT (-49.956055 -22.152089)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 115000"," PQ NOVA ALMEID"," 17512530"," MARÍLIA"," 3529005"," SP"," ESP"," -49.956055"," -22.152089",48
"49","Funciona","POINT (-45.605579 -23.0363)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 25283,04"," 132000"," PIRACANGAGUA"," 12080000"," TAUBATÉ"," 3554102"," SP"," RMVPLN"," -45.605579"," -23.0363",49
"50","Funciona","POINT (-48.028084 -23.564673)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 29195,69"," 110600"," VILA PRADO"," 18212480"," ITAPETININGA"," 3522307"," SP"," ESP"," -48.028084"," -23.564673",50
"51","Funciona","POINT (-47.362629 -20.564361)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 30313,32"," 145000"," FRANCA POLO CL"," 14412316"," FRANCA"," 3516200"," SP"," ESP"," -47.362629"," -20.564361",51
"52","Funciona","POINT (-48.81637 -21.595053)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 90000"," JD SAO FRANCISCO"," 14900000"," ITÁPOLIS"," 3522703"," SP"," ESP"," -48.81637"," -21.595053",52
"53","Funciona","POINT (-46.765436 -24.170201)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 145000"," BALNEARIO TROPICAL"," 11740000"," ITANHAÉM"," 3522109"," SP"," RMBS"," -46.765436"," -24.170201",53
"54","Funciona","POINT (-48.210362 -21.792373)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 114000"," PQ LARANJEIRAS"," 14801719"," ARARAQUARA"," 3503208"," SP"," ESP"," -48.210362"," -21.792373",54
"55","Funciona","POINT (-45.873945 -23.191595)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 3100"," 140000"," JARDIM SAO JOSE"," 12215770"," SÃO JOSÉ DOS CAMPOS"," 3549904"," SP"," RMVPLN"," -45.873945"," -23.191595",55
"56","Funciona","POINT (-50.319614 -21.273956)","SPE",NA,NA," PLANEJAMENTO E DESENVOLVIMENTO REGIONAL"," Entregue"," 1"," "," SPE"," 34500"," 112000"," RESIDENCIAL SIMOES"," 16201315"," BIRIGUI"," 3506508"," SP"," ESP"," -50.319614"," -21.273956",56
"57","Funciona","POINT (-47.816369 -24.530079)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 24916,71"," 114862"," NOVA RIBEIRA"," 11900000"," REGISTRO"," 3542602"," SP"," ESP"," -47.816369"," -24.530079",57
"58","Funciona","POINT (-46.753087 -24.157101)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 19496,65"," 128000"," JD SUARAO"," 11740000"," ITANHAÉM"," 3522109"," SP"," RMBS"," -46.753087"," -24.157101",58
"59","Funciona","POINT (-48.202729 -21.788859)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 26957,71"," 114985"," CHACARA QUATRO IRMAO"," 14801525"," ARARAQUARA"," 3503208"," SP"," ESP"," -48.202729"," -21.788859",59
"60","Funciona","POINT (-49.741248 -21.676511)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 30742,25"," 100000"," "," 16404315"," LINS"," 3527108"," SP"," ESP"," -49.741248"," -21.676511",60
"61","Funciona","POINT (-47.270744 -21.703316)","SPE",NA,NA," SAUDE"," Entregue"," 1"," "," SPE"," 31983,80"," 90000"," CENTRO"," 13710000"," TAMBAÚ"," 3553302"," SP"," ESP"," -47.270744"," -21.703316",61
"62","Funciona","POINT (-46.325942 -23.552525)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 29815,32"," 147000"," PARQUE SANTA ROSA"," 08664005"," SUZANO"," 3552502"," SP"," RMSP"," -46.325942"," -23.552525",62
"63","Funciona","POINT (-47.681921 -22.681863)","SPE",NA,NA," AGRICULTURA ABASTECIMENTO"," Entregue"," 1"," "," SPE"," 34500"," 136000"," STA TEREZINHA"," 13411030"," PIRACICABA"," 3538709"," SP"," AU PIRACICABA"," -47.681921"," -22.681863",63
"64","Funciona","POINT (-48.027248 -23.573259)","SPE",NA,NA," SAO PAULO PREVIDENCIA-SPPREV"," Entregue"," 1"," "," SPE"," 27228,17"," 115000"," VILA POPULAR"," 18213170"," ITAPETININGA"," 3522307"," SP"," ESP"," -48.027248"," -23.573259",64
"65","Funciona","POINT (-46.179188 -23.511804)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 16914,74"," 160475,90"," MOGILAR"," 08773380"," MOGI DAS CRUZES"," 3530607"," SP"," RMSP"," -46.179188"," -23.511804",65
"66","Funciona","POINT (-46.438317 -23.544422)","SPE",NA,NA," UNIV.EST. JULIO DE MESQUITA FILHO  UNESP"," Entregue"," 1"," "," SPE"," 26508,06"," 135000"," CJ JOSE BONIFA"," 8253090"," SÃO PAULO"," 3550308"," SP"," RMSP"," -46.438317"," -23.544422",66
"67","Funciona","POINT (-49.040112 -22.293932)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 81000"," MARY DOTA"," 17026560"," BAURU"," 3506003"," SP"," ESP"," -49.040112"," -22.293932",67
"68","Funciona","POINT (-46.258709 -23.552841)","SPE",NA,NA," SAUDE"," Entregue"," 1"," "," SPE"," 3100"," 145000"," JUNDIAPEBA"," 8750550"," MOGI DAS CRUZES"," 3530607"," SP"," RMSP"," -46.258709"," -23.552841",68
"69","Funciona","POINT (-47.415146 -23.47865)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 145000"," APARECIDINHA"," 18087180"," SOROCABA"," 3552205"," SP"," RMS"," -47.415146"," -23.47865",69
"70","Funciona","POINT (-47.792505 -21.104936)","SPE",NA,NA," PLANEJAMENTO E DESENVOLVIMENTO REGIONAL"," Entregue"," 1"," "," SPE"," 34500"," 118000"," QUINTINO FACCI"," 14070530"," RIBEIRÃO PRETO"," 3543402"," SP"," ESP"," -47.792505"," -21.104936",70
"71","Funciona","POINT (-47.397466 -20.534023)","SPE",NA,NA," SEGURANCA PUBLICA"," Entregue"," 1"," "," SPE"," 3100"," 140000"," FRANCA POLO CLUBE"," 14412302"," FRANCA"," 3516200"," SP"," ESP"," -47.397466"," -20.534023",71
"72","Funciona","POINT (-46.936871 -23.617644)","SPE",NA,NA," HOSPITAL DAS CLINICAS FAC.MED. DA USP"," Entregue"," 1"," "," SPE"," 33881,41"," 142900"," RECANTO ARCO VERDE"," 06719150"," COTIA"," 3513009"," SP"," RMSP"," -46.936871"," -23.617644",72
"73","Funciona","POINT (-46.650867 -23.526779)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 3100"," 185000"," BARRA FUNDA"," 01135020"," SÃO PAULO"," 3550308"," SP"," RMSP"," -46.650867"," -23.526779",73
"74","Funciona","POINT (-47.832065 -20.429575)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 22323,49"," 110000"," CENTRO"," 14580000"," GUARÁ"," 3517703"," SP"," ESP"," -47.832065"," -20.429575",74
"75","Funciona","POINT (-48.151995 -21.507889)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 80000"," RES.JD MARINA"," 14835000"," MOTUCA"," 3532058"," SP"," ESP"," -48.151995"," -21.507889",75
"76","Funciona","POINT (-50.882627 -21.801973)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 18968,09"," 90000"," "," 17700000"," OSVALDO CRUZ"," 3534609"," SP"," ESP"," -50.882627"," -21.801973",76
"77","Funciona","POINT (-48.027248 -23.573259)","SPE",NA,NA," PLANEJAMENTO E DESENVOLVIMENTO REGIONAL"," Entregue"," 1"," "," SPE"," 29310,62"," 115000"," VILA POPULAR"," 18052900"," ITAPETININGA"," 3522307"," SP"," ESP"," -48.027248"," -23.573259",77
"78","Funciona","POINT (-46.196583 -23.514448)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 48838,28"," 169467,11"," V MOGILAR"," 8773495"," MOGI DAS CRUZES"," 3530607"," SP"," RMSP"," -46.196583"," -23.514448",78
"79","Funciona","POINT (-46.372208 -23.540639)","SPE",NA,NA," SAUDE"," Entregue"," 1"," "," SPE"," 3100"," 175000"," VL ROMANOPOLIS"," 8529000"," FERRAZ DE VASCONCELOS"," 3515707"," SP"," RMSP"," -46.372208"," -23.540639",79
"80","Funciona","POINT (-46.348587 -23.493913)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 144366,53"," ARACARE"," 8573000"," ITAQUAQUECETUBA"," 3523107"," SP"," RMSP"," -46.348587"," -23.493913",80
"81","Funciona","POINT (-49.742438 -21.676881)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 7438,22"," 100000"," "," 16404315"," LINS"," 3527108"," SP"," ESP"," -49.742438"," -21.676881",81
"82","Funciona","POINT (-46.990437 -24.302404)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 34500"," 105000"," EST SAO JOSE"," 11750000"," PERUÍBE"," 3537602"," SP"," RMBS"," -46.990437"," -24.302404",82
"83","Funciona","POINT (-48.436347 -22.896523)","SPE",NA,NA," SAO PAULO PREVIDENCIA-SPPREV"," Entregue"," 1"," "," SPE"," 34500"," 100000"," VL CIDADE JARD"," 18601250"," BOTUCATU"," 3507506"," SP"," ESP"," -48.436347"," -22.896523",83
"84","Funciona","POINT (-49.160964 -22.87054)","SPE",NA,NA," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 23350,69"," 75000"," CENTRO"," 18775000"," IARAS"," 3519253"," SP"," ESP"," -49.160964"," -22.87054",84
"85","Funciona","POINT (-47.617833 -22.751029)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 33175,54"," 145000"," JD S NASCENTE"," 13425834"," PIRACICABA"," 3538709"," SP"," AU PIRACICABA"," -47.617833"," -22.751029",85
"86","Funciona","POINT (-47.750397 -21.184096)","SPE",NA,NA," CENTRO EDUC. TECNOL.PAULA SOUZA-CEETEPS"," Entregue"," 1"," "," SPE"," 24955,02"," 127000"," PARQUE SAO SEBASTIAO"," 14093230"," RIBEIRÃO PRETO"," 3543402"," SP"," ESP"," -47.750397"," -21.184096",86
"87","Funciona","POINT (-49.324714 -20.45102)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 3100"," 90000"," HAVANA DE VILLE "," 15440000"," NOVA GRANADA"," 3533007"," SP"," ESP"," -49.324714"," -20.45102",87
"88","Funciona","POINT (-50.406744 -21.221356)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 27709,01"," 115000"," CONCORDIA III"," 16013385"," ARAÇATUBA"," 3502804"," SP"," ESP"," -50.406744"," -21.221356",88
"89","Funciona","POINT (-48.436459 -22.897984)","SPE",NA,NA," SAUDE"," Entregue"," 1"," "," SPE"," 34500"," 100000"," CHAC LAVAPES"," 18601250"," BOTUCATU"," 3507506"," SP"," ESP"," -48.436459"," -22.897984",89
"90","Funciona","POINT (-47.676255 -22.752212)","SPE",NA,NA," SUPERINTENDENCIA DE CONTROLE DE ENDEMIAS"," Entregue"," 1"," "," SPE"," 27926,92"," 145000"," KOBAYAT LIBANO"," 13402240"," PIRACICABA"," 3538709"," SP"," AU PIRACICABA"," -47.676255"," -22.752212",90
"91","Funciona","POINT (-51.356969 -20.90522)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 3100"," 115000"," STA CECILIA"," 16900000"," ANDRADINA"," 3502101"," SP"," ESP"," -51.356969"," -20.90522",91
"92","Funciona","POINT (-46.581867 -23.595968)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 22353,63"," 148500"," JD IBITIRAMA"," 03153000"," SÃO PAULO"," 3550308"," SP"," RMSP"," -46.581867"," -23.595968",92
"93","Funciona","POINT (-47.425692 -23.532677)","SPE",NA,NA," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 104000"," IPANEMA DAS PEDRAS"," 18052462"," VOTORANTIM"," 3557006"," SP"," RMS"," -47.425692"," -23.532677",93
"94","Funciona","POINT (-45.947986 -23.276365)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 16978,37"," 115000"," JD CALIFORNIA"," 12305650"," JACAREÍ"," 3524402"," SP"," RMVPLN"," -45.947986"," -23.276365",94
"95","Funciona","POINT (-45.31605 -22.905054)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 170000"," RESIDENCIAL JARDIM PRIMAVERA"," 12580000"," ROSEIRA"," 3544301"," SP"," RMVPLN"," -45.31605"," -22.905054",95
"96","Funciona","POINT (-45.966254 -23.298782)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 107272,18"," CHAC JARDELINA"," 12320010"," JACAREÍ"," 3524402"," SP"," RMVPLN"," -45.966254"," -23.298782",96
"97","Funciona","POINT (-49.221751 -21.898993)","SPE",NA,NA," EDUCACAO"," Entregue"," 1"," "," SPE"," 3100"," 90000"," JD PRIMAVERA"," 17190000"," REGINÓPOLIS"," 3542503"," SP"," ESP"," -49.221751"," -21.898993",97
"98","Funciona","POINT (-45.479453 -22.933185)","SPE",NA,NA," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 3100"," 135000"," MOMBACA"," 12425260"," PINDAMONHANGABA"," 3538006"," SP"," RMVPLN"," -45.479453"," -22.933185",98
"99","Funciona","POINT (-46.7585 -23.624028)","SPE",NA,NA," HOSPITAL DAS CLINICAS FAC.MED. DA USP"," Entregue"," 1"," "," SPE"," 10285,36"," 160557,78"," CAMPO LIMPO"," 5756240"," SÃO PAULO"," 3550308"," SP"," RMSP"," -46.7585"," -23.624028",99
"100","Funciona","POINT (-47.056947 -22.904318)","SPE",NA,NA," UNIVERSIDADE ESTADUAL CAMPINAS - UNICAMP"," Entregue"," 1"," "," SPE"," 3100"," 180000"," CENTRO"," 13015010"," CAMPINAS"," 3509502"," SP"," RMC"," -47.056947"," -22.904318",100
