"","status","geometry","type","source","sYear","Empreendimento","Fase","Quantidade de UH"," Tipo de UH"," Programa"," Valor Estadual"," Valor Total"," Logradouro"," Número do Logradouro"," Bairro"," CEP"," Município"," Código do Município"," Região","Longitude","Latitude","id"
"21","Funciona","POINT (-48.1528888888889 -21.7273611111111)","FAR",NA,NA," PARQUE RESIDENCIAL VALLE VERDE"," OBRAS >= 85%"," 1432"," CASA"," FAR"," 13940233,60"," 114180233,60"," Avenida                   BERCHOLLINA LAVES C. CONCEIÇÃO"," "," JARDIM ROBERTO SELMI DEY"," 14806338"," Araraquara"," 3503208"," ESP"," -48.1528888888889"," -21.7273611111111",21
"22","Funciona","POINT (-45.7896 -23.2310027777778)","FAR",NA,NA," SÃO JOSÉ DOS CAMPOS  - CAJURU I - CONDOMÍNIO I"," OBRAS"," 288"," APTO"," FAR"," 5760000"," 27648000"," Estrada                   DO CAJURÚ"," "," CAJURÚ"," "," São José dos Campos"," 3549904"," RMVPLN"," -45.7896"," -23.2310027777778",22
"23","Funciona","POINT (-45.7896638888889 -23.2310694444444)","FAR",NA,NA," SÃO JOSÉ DOS CAMPOS - CAJURU III - CONDOMÍNIO I"," OBRAS"," 288"," APTO"," FAR"," 5760000"," 27648000"," Estrada                   DO CAJURÚ"," "," CAJURÚ"," "," São José dos Campos"," 3549904"," RMVPLN"," -45.7896638888889"," -23.2310694444444",23
"24","Funciona","POINT (-45.5721055555556 -23.0653722222222)","FAR",NA,NA," SERGIO LUCCHIARI"," OBRAS >= 85%"," 320"," CASA SOBREPOSTA"," FAR"," 6348800"," 24588800"," Estrada                   do Barreiro"," "," São Gonçalo"," 12092000"," Taubaté"," 3554102"," RMVPLN"," -45.5721055555556"," -23.0653722222222",24
"25","Funciona","POINT (-46.3048055555556 -23.4965555555556)","FAR",NA,NA," SOLAR DAS HORTÊNSIAS"," OBRAS"," 240"," APTO"," FAR"," 3785589,41"," 22025589,41"," Estrada DO RIBEIRAO"," S/N"," CIDADE BOA VISTA"," 08693190"," Suzano"," 3552502"," RMSP"," -46.3048055555556"," -23.4965555555556",25
"26","Funciona","POINT (-46.30325 -23.49675)","FAR",NA,NA," SOLAR DAS OLIVEIRAS"," OBRAS"," 200"," APTO"," FAR"," 3218342,72"," 18418342,72"," Estrada DO RIBEIRÃO"," S/N"," CIDADE BOA VISTA"," 08693190"," Suzano"," 3552502"," RMSP"," -46.30325"," -23.49675",26
"27","Funciona","POINT (-47.4460916666667 -23.5562222222222)","FAR",NA,NA," VILA VOTOCEL"," OBRAS >= 85%"," 260"," APTO"," FAR"," 4194453,51"," 18234453,51"," Rua FRANCISCO NUNES MENDES"," S/N"," VOTOCEL"," "," Votorantim"," 3557006"," RMS"," -47.4460916666667"," -23.5562222222222",27
"28","Funciona","POINT (-46.9336111111111 -23.5488055555556)","FAR",NA,NA," VILLAGIO AMBUITA"," OBRAS"," 181"," APTO"," FAR"," 3547044,61"," 17303044,61"," Rua EMÍLIO LEHMANN"," 0"," AMBUITÁ"," "," Itapevi"," 3522505"," RMSP"," -46.9336111111111"," -23.5488055555556",28
"29","Funciona","POINT (-45.5854388888889 -23.0030777777778)","FAR",NA,NA," VISTA DAS PALMEIRAS"," OBRAS"," 832"," APTO"," FAR"," 16640000"," 74880000"," Avenida DO BARRANCO"," 0"," JARDIM AEROPORTO"," 12051683"," Taubaté"," 3554102"," RMVPLN"," -45.5854388888889"," -23.0030777777778",29
"30","Funciona","POINT (-47.58 -22.4523333333333)","FAR",NA,NA," VIVER MELHOR RIO CLARO 01"," OBRAS"," 928"," APTO"," FAR"," 18560000"," 83520000"," Rua 19 JN"," LADO PAR"," JARDIM NOVO"," "," Rio Claro"," 3543907"," ESP"," -47.58"," -22.4523333333333",30
"31","Funciona","POINT (-47.5892833333333 -22.4537888888889)","FAR",NA,NA," VIVER MELHOR RIO CLARO 02"," OBRAS"," 1168"," APTO"," FAR"," 22776000"," 104536000"," Rua 19 JN"," LADO PAR"," JARDIM NOVO"," "," Rio Claro"," 3543907"," ESP"," -47.5892833333333"," -22.4537888888889",31
"32","Funciona","POINT (-46.3510833333333 -23.5423055555556)","FAR",NA,NA," RESIDENCIAL COLINAS DE POÁ"," OBRAS >= 85%"," 96"," APTO"," FAR"," 1920000"," 9216000"," Avenida                   NOSSA SENHORA DE LOURDES"," 740"," JARDIM DÉBORA"," "," Poá"," 3539806"," RMSP"," -46.3510833333333"," -23.5423055555556",32
"33","Funciona","POINT (-45.8948333333333 -23.2633888888889)","FAR",NA,NA," RESIDENCIAL COLONIA PARAISO I"," ENTREGA TOTAL"," 244"," APTO"," FAR"," 4880000"," 21960000"," Rua                       Pastor Miguel Cornélio de Morais"," "," Parque dos Ipês"," 12236865"," São José dos Campos"," 3549904"," RMVPLN"," -45.8948333333333"," -23.2633888888889",33
"34","Funciona","POINT (-45.8892472222222 -23.2635805555556)","FAR",NA,NA," RESIDENCIAL COLONIA PARAISO II"," ENTREGA TOTAL"," 284"," APTO"," FAR"," 5680000"," 25560000"," Rua                       Pastor Miguel Cornélio de Morais"," "," Parque dos Ipês"," 12236865"," São José dos Campos"," 3549904"," RMVPLN"," -45.8892472222222"," -23.2635805555556",34
"35","Funciona","POINT (-46.2906055555556 -23.5051138888889)","FAR",NA,NA," RESIDENCIAL CONDOMÍNIO BOSQUE DAS FLORES"," OBRAS"," 500"," APTO"," FAR"," 9999999,99"," 47999999,99"," Avenida WASHINGTON LUIZ"," 653"," RIO BAIXO"," 08696040"," Suzano"," 3552502"," RMSP"," -46.2906055555556"," -23.5051138888889",35
"36","Funciona","POINT (-46.8948333333333 -24.1918611111111)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DAS ANDORINHAS"," OBRAS"," 72"," APTO"," FAR"," 1440000"," 6912000"," Rua 14"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.8948333333333"," -24.1918611111111",36
"37","Funciona","POINT (-46.8610833333333 -24.1822777777778)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DAS ARAPONGAS"," OBRAS"," 72"," APTO"," FAR"," 1440000"," 6912000"," Rua F"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.8610833333333"," -24.1822777777778",37
"38","Funciona","POINT (-46.8945555555556 -24.1941944444444)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DAS ARARAS"," OBRAS"," 72"," APTO"," FAR"," 1440000"," 6912000"," Rua 14"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.8945555555556"," -24.1941944444444",38
"39","Funciona","POINT (-46.87175 -24.2210277777778)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DAS GAIVOTAS"," OBRAS"," 36"," APTO"," FAR"," 720000"," 3456000"," Rua H"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.87175"," -24.2210277777778",39
"40","Funciona","POINT (-46.8333611111111 -24.1806944444444)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DAS GRALHAS"," OBRAS"," 72"," APTO"," FAR"," 1440000"," 6912000"," Rua 7"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.8333611111111"," -24.1806944444444",40
"41","Funciona","POINT (-46.8337222222222 -24.1757222222222)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DAS JAÇANÃS"," OBRAS"," 60"," APTO"," FAR"," 1200000"," 5760000"," Rua A"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.8337222222222"," -24.1757222222222",41
"42","Funciona","POINT (-46.8333888888889 -24.1773888888889)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DAS JACUTINGAS"," OBRAS"," 84"," APTO"," FAR"," 1680000"," 8064000"," Avenida A (LE)"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.8333888888889"," -24.1773888888889",42
"43","Funciona","POINT (-46.8327777777778 -24.1756666666667)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DAS SAÍRAS"," OBRAS"," 96"," APTO"," FAR"," 1920000"," 9216000"," Rua A (LE)"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.8327777777778"," -24.1756666666667",43
"44","Funciona","POINT (-46.8333888888889 -24.1757222222222)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DAS SARACURAS"," OBRAS"," 48"," APTO"," FAR"," 960000"," 4608000"," Rua A"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.8333888888889"," -24.1757222222222",44
"45","Funciona","POINT (-46.7757222222222 -24.1687777777778)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DOS BEIJA-FLORES"," OBRAS >= 85%"," 120"," APTO"," FAR"," 2400000"," 11520000"," Rua 17"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.7757222222222"," -24.1687777777778",45
"46","Funciona","POINT (-46.784 -24.1740277777778)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DOS BEM-TE-VIS"," OBRAS >= 85%"," 108"," APTO"," FAR"," 2160000"," 10368000"," Rua K"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.784"," -24.1740277777778",46
"47","Funciona","POINT (-46.8509166666667 -24.1729166666667)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DOS BIGUÁS"," OBRAS"," 72"," APTO"," FAR"," 1440000"," 6912000"," Rua D"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.8509166666667"," -24.1729166666667",47
"48","Funciona","POINT (-46.8717777777778 -24.2198888888889)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DOS CANÁRIOS"," OBRAS"," 36"," APTO"," FAR"," 720000"," 3456000"," Rua H"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.8717777777778"," -24.2198888888889",48
"49","Funciona","POINT (-46.8299444444445 -24.1812777777778)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DOS PAPAGAIOS"," OBRAS"," 72"," APTO"," FAR"," 1440000"," 6912000"," Rua 4"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.8299444444445"," -24.1812777777778",49
"50","Funciona","POINT (-46.7795833333333 -24.1734722222222)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DOS SABIÁS"," OBRAS >= 85%"," 36"," APTO"," FAR"," 720000"," 3456000"," Rua J"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.7795833333333"," -24.1734722222222",50
"51","Funciona","POINT (-46.8547222222222 -24.21)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNIO DOS TANGARAS"," OBRAS >= 85%"," 120"," APTO"," FAR"," 2400000"," 11520000"," Rua 18"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.8547222222222"," -24.21",51
"52","Funciona","POINT (-46.8311388888889 -24.1827222222222)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNO DAS CORUJAS"," OBRAS"," 36"," APTO"," FAR"," 720000"," 3456000"," Rua 7"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.8311388888889"," -24.1827222222222",52
"53","Funciona","POINT (-46.8713611111111 -24.2198055555556)","FAR",NA,NA," RESIDENCIAL DOS PÁSSAROS - CONDOMÍNO DAS GARÇAS"," OBRAS"," 72"," APTO"," FAR"," 1440000"," 6912000"," Rua H"," 0"," SAVOY II"," "," Itanhaém"," 3522109"," RMBS"," -46.8713611111111"," -24.2198055555556",53
"54","Funciona","POINT (-46.4040916666667 -23.4413)","FAR",NA,NA," RESIDENCIAL DUNAS"," OBRAS"," 440"," APTO"," FAR"," 8800000"," 42240000"," Estrada                   DO CAMINHO VELHO"," "," ÁGUA CHATA/BONSUCESSO"," "," Guarulhos"," 3518800"," RMSP"," -46.4040916666667"," -23.4413",54
"55","Funciona","POINT (-47.8983888888889 -22.0059722222222)","FAR",NA,NA," RESIDENCIAL EDUARDO ABDELNUR"," OBRAS"," 986"," CASA"," FAR"," 11680165,90"," 80699724,97"," "," "," "," "," São Carlos"," 3548906"," ESP"," -47.8983888888889"," -22.0059722222222",55
"56","Funciona","POINT (-46.6527472222222 -23.7132111111111)","FAR",NA,NA," RESIDENCIAL ESPANHA"," APORTE EMITIDO"," 3860"," APTO"," FAR"," 72864572,09"," 379892839,29"," Rua DAVIDE PEREZ"," S/N"," Jardim Bandeirante"," 04470260"," São Paulo"," 3550308"," RMSP"," -46.6527472222222"," -23.7132111111111",56
"57","Funciona","POINT (-47.1860555555556 -22.8789166666667)","FAR",NA,NA," RESIDENCIAL EUROPA II"," OBRAS >= 85%"," 440"," APTO"," FAR"," 5768357,58"," 39208357,58"," Estrada Municipal SABINA BAPTISTA E CAMARGO"," 0"," "," "," Hortolândia"," 3519071"," RMC"," -47.1860555555556"," -22.8789166666667",57
"58","Funciona","POINT (-45.6155833333333 -22.7560833333333)","FAR",NA,NA," RESIDENCIAL FLORESTA NEGRA"," APORTE EMITIDO"," 50"," APTO"," FAR"," 1250000"," 4750000"," Rua F, CHÁCRA 41"," 0"," FLORESTA NEGRA"," "," Campos do Jordão"," 3509700"," RMVPLN"," -45.6155833333333"," -22.7560833333333",58
"59","Funciona","POINT (-45.5994722222222 -23.0366944444444)","FAR",NA,NA," RESIDENCIAL FRANCISCO ALVES MONTEIRO"," OBRAS"," 864"," APTO"," FAR"," 17280000"," 77760000"," Avenida GUIDO MINÉ"," 0"," PIRACANGAGUÁ"," 12040050"," Taubaté"," 3554102"," RMVPLN"," -45.5994722222222"," -23.0366944444444",59
"60","Funciona","POINT (-46.8580277777778 -23.5759166666667)","FAR",NA,NA," RESIDENCIAL GIRASSÓIS - CONDOMÍNIO JARDIM DAS FLORES LOTE C"," ENTREGA TOTAL"," 216"," APTO"," FAR"," 4320000"," 20735354,93"," Rua                       Paraguai"," 1-183"," "," "," Carapicuíba"," 3510609"," RMSP"," -46.8580277777778"," -23.5759166666667",60
"61","Funciona","POINT (-47.2249833333333 -23.6442555555556)","FAR",NA,NA," RESIDENCIAL IBIUNA"," ENTREGA TOTAL"," 472"," CASA SOBREPOSTA"," FAR"," 3690302,01"," 30594302,01"," Estrada Vicinal           Antônio Rodrigues Pinto"," "," "," "," Ibiúna"," 3519709"," RMS"," -47.2249833333333"," -23.6442555555556",61
"62","Funciona","POINT (-47.1969444444444 -22.8425)","FAR",NA,NA," RESIDENCIAL ITÁLIA","Fase","Quantidade de UH"," Tipo de UH"," Programa"," Valor Estadual"," Valor Total"," Logradouro"," Número do Logradouro"," Bairro"," CEP"," Município"," Código do Município"," Região","Longitude","Latitude",62
"63","Funciona","POINT (-48.785 -22.6127777777778)","FAR",NA,NA," RESIDENCIAL JARDIM CAROLINA"," ENTREGA TOTAL"," 452"," CASA"," FAR"," 9005092,04"," 40645092,04"," Rua                       REGINA RISSATO PACCOLA"," "," FAZENDA SANTO ANTONIO"," 18683754"," Lençóis Paulista"," 3526803"," ESP"," -48.785"," -22.6127777777778",63
"64","Funciona","POINT (-46.8113 -23.6418027777778)","FAR",NA,NA," RESIDENCIAL JARDIM CASTILHO I"," OBRAS >= 85%"," 28"," APTO"," FAR"," 537089,52"," 2665089,52"," Avenida                   João Paulo I"," 3215"," Jardim São Luiz"," 06816550"," Embu das Artes"," 3515004"," RMSP"," -46.8113"," -23.6418027777778",64
"65","Funciona","POINT (-46.8121666666667 -23.6405694444444)","FAR",NA,NA," RESIDENCIAL JARDIM CASTILHO II"," OBRAS >= 85%"," 20"," APTO"," FAR"," 320619,31"," 1840619,31"," Rua                       PERA"," 255"," JARDIM CASTILHO"," 06810025"," Embu das Artes"," 3515004"," RMSP"," -46.8121666666667"," -23.6405694444444",65
"66","Funciona","POINT (-46.8113 -23.6409416666667)","FAR",NA,NA," RESIDENCIAL JARDIM CASTILHO III"," OBRAS >= 85%"," 10"," APTO"," FAR"," 161438,43"," 921438,43"," Rua                       PERA"," 331"," JARDIM CASTILHO"," 06810025"," Embu das Artes"," 3515004"," RMSP"," -46.8113"," -23.6409416666667",66
"67","Funciona","POINT (-49.3671916666667 -20.7492027777778)","FAR",NA,NA," RESIDENCIAL JARDIM DA SOLIDARIEDADE"," OBRAS"," 1300"," CASA"," FAR"," 13000000"," 111800000"," Estrada Municipal ACESSO AO NÚCLEO DA ESPERANÇA "," S/N"," SANTANA"," 15100000"," São José do Rio Preto"," 3549805"," ESP"," -49.3671916666667"," -20.7492027777778",67
"68","Funciona","POINT (-47.2198805555556 -22.8087305555556)","FAR",NA,NA," RESIDENCIAL JARDIM DAS ÁGUAS"," ENTREGA PARCIAL"," 1500"," APTO"," FAR"," 20474127,43"," 125474127,43"," Avenida Amazonas"," 0"," Jardim Nova Veneza"," 13177060"," Sumaré"," 3552403"," RMC"," -47.2198805555556"," -22.8087305555556",68
"69","Funciona","POINT (-47.3171 -22.3473)","FAR",NA,NA," RESIDENCIAL JARDIM DAS ORQUÍDEAS"," OBRAS >= 85%"," 448"," CASA"," FAR"," 963200"," 32323200"," Avenida                   PROLONGAMENTO DA AVENIDA DAS NOVELAS"," "," BOCAINA"," "," Araras"," 3503307"," ESP"," -47.3171"," -22.3473",69
"70","Funciona","POINT (-48.1723888888889 -21.7799444444444)","FAR",NA,NA," RESIDENCIAL JARDIM DO VALE"," OBRAS"," 560"," CASA"," FAR"," 7085120"," 46285120"," "," "," "," "," Araraquara"," 3503208"," ESP"," -48.1723888888889"," -21.7799444444444",70
"71","Funciona","POINT (-47.3742222222222 -22.2025833333333)","FAR",NA,NA," RESIDENCIAL JARDIM EMPYREO"," OBRAS >= 85%"," 1000"," CASA"," FAR"," 10000000"," 80000000"," Rua JOSÉ TAMBORIM"," 0"," LOTEAMENTO JARDIM EMPYREO"," "," Leme"," 3526704"," ESP"," -47.3742222222222"," -22.2025833333333",71
"72","Funciona","POINT (-46.3128027777778 -23.4702861111111)","FAR",NA,NA," RESIDENCIAL JARDIM LEBANI I, II E III"," OBRAS"," 840"," APTO"," FAR"," 16576291,81"," 80416291,81"," Estrada DO CAMPO LIMPO"," S/N"," CAMPO LIMPO"," 08595500"," Itaquaquecetuba"," 3523107"," RMSP"," -46.3128027777778"," -23.4702861111111",72
"73","Funciona","POINT (-45.7792472222222 -23.1683666666667)","FAR",NA,NA," RESIDENCIAL JARDIM PARQUE TECNOLÓGICO"," ASSINADO"," 300"," APTO"," FAR"," 6000000"," 28800000"," Rua DANILO EDUARDO RIOS RAMOS"," 0"," CAPÃO GROSSO"," 12220000"," São José dos Campos"," 3549904"," RMVPLN"," -45.7792472222222"," -23.1683666666667",73
"74","Funciona","POINT (-45.7788944444444 -23.1766138888889)","FAR",NA,NA," RESIDENCIAL JARDIM SÃO JOSÉ"," ASSINADO"," 180"," APTO"," FAR"," 3600000"," 17280000"," Estrada Municipal DA PIEDADE"," 0"," "," "," São José dos Campos"," 3549904"," RMVPLN"," -45.7788944444444"," -23.1766138888889",74
"75","Funciona","POINT (-46.6022777777778 -23.1385638888889)","FAR",NA,NA," RESIDENCIAL JERÔNIMO DE CAMARGO III, IV E V"," OBRAS"," 780"," APTO"," FAR"," 11699690"," 66299690"," Avenida JERONIMO DE CAMARGO"," 0"," CAETETUBA"," 12951540"," Atibaia"," 3504107"," ESP"," -46.6022777777778"," -23.1385638888889",75
"76","Funciona","POINT (-46.8226944444445 -22.4365833333333)","FAR",NA,NA," RESIDENCIAL JOSÉ TONOLI II"," OBRAS"," 305"," CASA"," FAR"," 4575000"," 25925000"," Rua "," S/N"," ESTOR LUPPI"," "," Itapira"," 3522604"," ESP"," -46.8226944444445"," -22.4365833333333",76
"77","Funciona","POINT (-46.5252777777778 -23.6838888888889)","FAR",NA,NA," RESIDENCIAL JUQUIA"," ENTREGA TOTAL"," 132"," APTO"," FAR"," 401975,64"," 7339264,14"," Rua JUQUIA"," 1188"," JD STA CRISTINA"," 09181720"," Santo André"," 3547809"," RMSP"," -46.5252777777778"," -23.6838888888889",77
"78","Funciona","POINT (-46.4316111111111 -23.4024638888889)","FAR",NA,NA," RESIDENCIAL LAVRAS"," OBRAS >= 85%"," 1460"," APTO"," FAR"," 28412015,45"," 109811153,60"," Avenida                   JOSÉ BRUMATTI"," "," DAS LAVRAS"," "," Guarulhos"," 3518800"," RMSP"," -46.4316111111111"," -23.4024638888889",78
"79","Funciona","POINT (-45.931 -23.23675)","FAR",NA,NA," RESIDENCIAL MIRANTE DO LIMOEIRO I"," OBRAS"," 288"," APTO"," FAR"," 5760000"," 27648000"," Avenida CORIFEU DE AZEVEDO MARQUES"," S/N","  BAIRRO DO LIMOEIRO "," 12240780"," São José dos Campos"," 3549904"," RMVPLN"," -45.931"," -23.23675",79
"80","Funciona","POINT (-45.9306583333333 -23.2381722222222)","FAR",NA,NA," RESIDENCIAL MIRANTE DO LIMOEIRO II"," OBRAS"," 300"," APTO"," FAR"," 6000000"," 28800000"," Avenida corifeu de azevedo marques"," s/n"," limoeiro"," 12240780"," São José dos Campos"," 3549904"," RMVPLN"," -45.9306583333333"," -23.2381722222222",80
"81","Funciona","POINT (-47.1788888888889 -22.6294444444444)","FAR",NA,NA," RESIDENCIAL MONTE CASTELO I"," OBRAS"," 300"," APTO"," FAR"," 4500000"," 27300000"," Rua MONTE CASTELO"," 0"," NÚCLEO CAMPOS SALES"," 12415150"," Cosmópolis"," 3512803"," RMC"," -47.1788888888889"," -22.6294444444444",81
"82","Funciona","POINT (-48.8545916666667 -23.9996861111111)","FAR",NA,NA," RESIDENCIAL MORADA DO BOSQUE"," OBRAS"," 1043"," CASA"," FAR"," 10430000"," 83440000"," Rua SALVADOR DOMINGUES DE OLIVEIRA"," 0"," "," "," Itapeva"," 3522406"," ESP"," -48.8545916666667"," -23.9996861111111",82
"83","Funciona","POINT (-45.4502777777778 -23.6952777777778)","FAR",NA,NA," RESIDENCIAL NOVA CARAGUÁ II"," OBRAS"," 730"," CASA"," FAR"," 14600000"," 65700000"," Rua JOAO CARLOS BAIO"," S/N"," PORTO NOVO"," 11668000"," Caraguatatuba"," 3510500"," RMVPLN"," -45.4502777777778"," -23.6952777777778",83
"84","Funciona","POINT (-46.9415 -22.3665833333333)","FAR",NA,NA," RESIDENCIAL PANTANAL I"," ENTREGA TOTAL"," 227"," CASA"," FAR"," 4451922,52"," 20341922,52"," Estrada                   MUNICIPAL MG12"," "," FAZENDA PANTANAL DO ENGENHO VELHO"," 13840000"," Mogi Guaçu"," 3530706"," ESP"," -46.9415"," -22.3665833333333",84
"85","Funciona","POINT (-46.9428333333333 -22.3670833333333)","FAR",NA,NA," RESIDENCIAL PANTANAL II"," ENTREGA TOTAL"," 226"," CASA"," FAR"," 4439236,32"," 20259236,32"," Estrada                   MUNICIPAL MG12"," "," FAZENDA PANTANAL DO ENGENHO VELHO"," 13840000"," Mogi Guaçu"," 3530706"," ESP"," -46.9428333333333"," -22.3670833333333",85
"86","Funciona","POINT (-47.4969444444444 -23.4505555555556)","FAR",NA,NA," RESIDENCIAL PARQUE DA MATA"," OBRAS >= 85%"," 320"," APTO"," FAR"," 4052160"," 28372160"," Rua                       Seraphim Banietti"," "," Caguassu"," 18072856"," Sorocaba"," 3552205"," RMS"," -47.4969444444444"," -23.4505555555556",86
"87","Funciona","POINT (-46.8113083333333 -23.6699361111111)","FAR",NA,NA," RESIDENCIAL PARQUE DAS CHÁCARAS III"," OBRAS >= 85%"," 112"," APTO"," FAR"," 2404547,22"," 10916547,22"," Rua                       NONOAI"," 350"," M´BOI MIRIM"," "," Embu das Artes"," 3515004"," RMSP"," -46.8113083333333"," -23.6699361111111",87
"88","Funciona","POINT (-46.7602777777778 -23.2947222222222)","FAR",NA,NA," RESIDENCIAL POLONIA"," OBRAS"," 1160"," APTO"," FAR"," 23199078"," 111359078"," Campo SITIO BORDA DA MATA"," n/c"," IVOTURUCAIA"," 07801000"," Franco da Rocha"," 3516408"," RMSP"," -46.7602777777778"," -23.2947222222222",88
"89","Funciona","POINT (-46.8047277777778 -23.6627972222222)","FAR",NA,NA," RESIDENCIAL POMBAS BOTUCATU I"," OBRAS >= 85%"," 40"," APTO"," FAR"," 471600,32"," 3511600,32"," Rua                       PARANAPANEMA"," "," JARDIM SÃO VICENTE"," "," Embu das Artes"," 3515004"," RMSP"," -46.8047277777778"," -23.6627972222222",89
"90","Funciona","POINT (-46.8045666666667 -23.6630194444444)","FAR",NA,NA," RESIDENCIAL POMBAS BOTUCATU II"," OBRAS >= 85%"," 20"," APTO"," FAR"," 239755,64"," 1759755,64"," Viela                     CAPIPARIBE"," 171"," JARDIM SÃO VICENTE"," "," Embu das Artes"," 3515004"," RMSP"," -46.8045666666667"," -23.6630194444444",90
"91","Funciona","POINT (-46.8110555555556 -23.6416388888889)","FAR",NA,NA," RESIDENCIAL POMBAS BOTUCATU III"," OBRAS >= 85%"," 30"," APTO"," FAR"," 348474,95"," 2628474,95"," Rua                       PARANAPANEMA"," 80"," JARDIM SÃO VICENTE"," "," Embu das Artes"," 3515004"," RMSP"," -46.8110555555556"," -23.6416388888889",91
"92","Funciona","POINT (-46.5366638888889 -23.7496888888889)","FAR",NA,NA," RESIDENCIAL PONTO ALTO"," OBRAS"," 560"," APTO"," FAR"," 16799902,33"," 59359902,33"," Avenida PADRE LEO COMISSARI"," S/N"," FERRAZOPOLIS"," 09791005"," São Bernardo do Campo"," 3548708"," RMSP"," -46.5366638888889"," -23.7496888888889",92
"93","Funciona","POINT (-46.7283333333333 -23.27925)","FAR",NA,NA," RESIDENCIAL RECANTO FELIZ"," OBRAS >= 85%"," 300"," APTO"," FAR"," 5911873,17"," 28711873,17"," Rua                       JOÃO CARLOS DE MOURA"," "," "," "," Francisco Morato"," 3516309"," RMSP"," -46.7283333333333"," -23.27925",93
"94","Funciona","POINT (-47.4360555555556 -20.52575)","FAR",NA,NA," RESIDENCIAL RUBI"," OBRAS >= 85%"," 160"," APTO"," FAR"," 1568000"," 12768000"," Rua PAULO ARCHETTI"," 0"," CHÁCARA SÃO PAULO"," 14406600"," Franca"," 3516200"," ESP"," -47.4360555555556"," -20.52575",94
"95","Funciona","POINT (-47.3812638888889 -21.9538888888889)","FAR",NA,NA," RESIDENCIAL SANTA CLARA"," OBRAS"," 385"," CASA"," FAR"," 3811500"," 30761500"," Rua SANTA HELENA"," S/N"," VILA SANTA FE"," 13640430"," Pirassununga"," 3539301"," ESP"," -47.3812638888889"," -21.9538888888889",95
"96","Funciona","POINT (-47.1474722222222 -22.5701972222222)","FAR",NA,NA," RESIDENCIAL SÃO JOÃO DOS PINHEIROS"," OBRAS"," 640"," CASA"," FAR"," 12795904,36"," 61435904,36"," Rua antonio sai"," s/n"," sitio sao joao"," 13160000"," Artur Nogueira"," 3503802"," RMC"," -47.1474722222222"," -22.5701972222222",96
"97","Funciona","POINT (-46.4214277777778 -23.4490861111111)","FAR",NA,NA," RESIDENCIAL SÃO JUDAS I, II, III E IV"," OBRAS"," 1042"," APTO"," FAR"," 8566742,26"," 87758742,26"," Rua ITA"," S/N"," PIMENTAS"," 07241150"," Guarulhos"," 3518800"," RMSP"," -46.4214277777778"," -23.4490861111111",97
